"","X2","X13","X36","X74","X98","X99","X108","X123","X125","X141","X146","X180","X191","X195","X256","X282","X323","X341","X390","X396","X456","X469","X497","X498","X503","X510","X519","X527","X561","X563","X575","X603","X628","X633","X668","X672","X688","X790","X837","X874","X892","X913","X944","X948","X981","X990","X994","X1005","X1033","X1061","X1071","X1083","X1119","X1123","X1147","X1156","X1185","X1191","X1198","X1217","X1221","X1223","X1256","X1258","X1270","X1282","X1291","X1298","X1309","X1352","X1423","X1476","X1492","X1572","X1578","X1581","X1584","X1621","X1623","X1646","X1658","X1665","X1677","X1680","X1682","X1744","X1791","X1812","X1819","X1825","X1831","X1854","X1882","X1892","X1952","X1955","X1970","X1987","X1999","X2039"
"TYMP",-2.5294502,-2.2640655,-4.855103,-1.870781,-5.0937643,-3.3724391,-4.837718,-3.451815,-5.5477314,3.2692997,-1.5008855,-3.2493446,-8.959434,-6.103919,-1.9356709,2.0420578,2.4983582,-1.0495251,-2.9034107,-2.7026114,-4.2155476,-1.6997381,-3.0518017,-3.110132,-2.4804149,-1.7532803,-2.2188523,-5.990435,-3.71959,-1.6000339,-4.287574,-6.8972692,-1.9516712,-3.597434,-7.2818694,-4.9576054,-4.170127,-4.875018,-3.0187476,-3.4984381,-6.0283937,-5.7556877,-4.4252925,-6.4636374,-3.525712,-2.2302516,-7.2841363,-2.5671294,-7.91351,-4.0184236,-3.9978294,-3.8063984,-3.4837584,-2.2950993,-4.5793395,-3.2918835,-3.2447867,-6.0178623,-4.261513,-8.051137,-7.1131806,-5.4198546,-2.1591852,-3.74565,-6.1705484,-7.689057,-2.89729,-5.483056,-3.5859294,-7.60132,-3.8809047,-3.5651908,-5.7205477,-3.7782993,-6.232377,-5.6428237,-0.81809276,-1.512261,-6.09131,-3.3504825,-3.0937753,-6.9069667,-3.3085794,-4.8037233,-3.9009278,-2.8227873,-3.951721,-1.5226542,-3.7809749,-4.941454,-4.217181,-1.4520383,-2.7130995,-3.0928164,-0.6937516,-1.0888114,-5.652358,-1.8090847,-2.8456364,-2.860034
"POU2F2",-1.3025408,-1.8011225,-3.8459642,-2.3117871,-4.7470617,-2.578104,-3.5895162,-2.4088767,-4.104561,2.8034883,-1.2445436,-3.0557826,-7.1859846,-5.174901,-1.3387964,1.4451778,1.0856446,-0.945988,-2.2397165,-1.5230961,-3.7925494,-1.6307613,-2.3566246,-2.0304258,-2.1295288,-2.3963208,-2.0852075,-5.467995,-2.7721195,-1.1589968,-3.024388,-6.2174673,-0.8211838,-2.670414,-6.272413,-4.239659,-3.1999664,-3.9444315,-2.5350702,-2.3590693,-4.791327,-5.88406,-3.6687381,-5.294894,-3.626675,-1.3182904,-6.195876,-2.525528,-6.905394,-3.0299501,-4.0319667,-3.7671578,-2.5336947,-2.8591738,-4.41111,-2.4162173,-2.253741,-5.049434,-2.7404988,-7.393769,-5.719427,-4.6223335,-0.5993602,-3.079092,-5.0949435,-7.07883,-2.5949876,-3.9859483,-2.8200715,-6.340304,-3.3484385,-2.8807666,-4.8765416,-2.9575863,-4.9351397,-5.7200203,-0.9469356,-1.4393129,-5.278258,-2.923442,-2.95313,-5.282192,-2.2657459,-4.181829,-3.203555,-2.549099,-3.7332003,-1.658219,-3.2310457,-3.7980735,-3.6196442,-1.4130828,-2.2411265,-3.4270704,-0.43763137,-1.1882832,-3.9148529,-1.396936,-2.3344972,-1.9975553
"RABEP1",-4.213893,-1.8971413,-3.7593422,-3.0472035,-3.7066436,-1.7578497,5.2452197,-3.570964,-6.441047,-2.5723999,-4.0199733,-4.466259,-2.1049633,-3.7889726,-2.5549204,-1.8240682,-3.0880067,-3.085883,0.5774756,-1.6316133,-1.3775679,0.26186273,-4.275973,-3.2188294,-3.2178407,-3.1717176,-3.561998,1.1892871,0.52400494,-3.0275042,-1.4176171,-2.9577327,2.931194,-2.7438898,-0.027864676,-1.434328,-3.4638627,-0.11706309,-3.820274,2.3339374,-2.6773384,-3.9446676,-2.9092717,-0.78729135,-1.0475435,-3.602498,-0.1670558,-1.104932,-2.623457,0.725367,-4.8772616,-5.33679,2.1548162,-1.4784312,0.99810016,-0.6652589,1.493923,2.1730137,5.4226913,-4.49451,-2.8974195,-5.313614,2.3226156,-2.6355941,-4.7109003,-1.301404,-1.3204377,0.96645784,-3.2241685,-3.273676,-2.7002406,-1.6061398,-2.9592843,-3.5263405,-4.740823,-0.07825207,-2.6507792,-1.8393238,-2.9456863,-4.1360216,-3.555649,-5.316328,2.7107468,-3.7166293,-3.5912561,1.9739326,-4.1208725,-0.5536314,-1.3635842,-4.245174,0.7691557,-2.146319,-2.258547,2.2436352,-1.773619,-2.7732277,1.9962906,-1.8356116,-2.5211868,-3.092008
"GRN",-2.5469766,-1.7910025,-4.6605477,-1.737724,-4.349622,-3.3875406,-4.604038,-3.2765234,-6.066346,2.3369439,-1.4734524,-3.4243743,-8.275073,-6.235215,-1.7885903,2.5015433,2.2752566,-2.5238101,-2.20277,-2.8556674,-3.885802,-1.7750555,-3.07836,-3.1125584,-2.35182,-1.3977767,-1.8260597,-5.50579,-4.400357,-1.5704565,-3.8243592,-5.968711,-2.4175258,-3.3118458,-6.7871003,-3.72314,-4.104616,-4.5617704,-3.223129,-4.3435774,-6.241908,-4.937402,-3.7063282,-5.728952,-2.4212067,-2.8392596,-6.772038,-2.3326201,-6.9394774,-3.4310784,-3.2583332,-2.6057916,-3.7041066,-1.7653921,-3.9502697,-3.4066637,-3.4717972,-5.424298,-4.3353124,-7.801249,-6.4066644,-5.0117297,-2.695522,-3.7980158,-5.702987,-6.710543,-2.361537,-4.672356,-3.8319619,-6.761523,-3.651417,-3.2610595,-5.4779444,-4.0501676,-6.259874,-4.358069,-0.9673955,-1.7722228,-5.1518197,-3.7166793,-2.874817,-7.2085733,-3.7409487,-4.304472,-3.7102747,-2.8000154,-3.991229,-1.1071429,-3.5279088,-4.889125,-3.5994008,-1.7236602,-2.6464176,-2.2928314,-1.2104046,-0.21678573,-5.767568,-2.4440956,-2.8287454,-2.9131956
"ARID4A",-3.8601692,-1.092183,-3.1236625,-2.8464031,-4.0670257,0.62812227,0.320132,-3.071664,-6.330851,-1.1100901,-2.2737253,-3.8434093,-4.402468,-3.4230695,-1.5662203,-0.64364994,0.07307173,-1.6615696,-0.8384974,-1.8926659,-1.5961232,-2.9139316,-6.196124,-2.7987952,-1.89077,-2.5762477,-2.5473166,-1.6549171,-1.4901649,-3.4971247,-2.1463225,-5.3232822,-2.6198637,-4.890391,-0.32093045,0.62550235,-2.8917582,-0.8710559,-3.5979009,-2.5390291,-3.7470658,-5.610183,-3.456878,-2.3782628,-2.3112164,-2.5935194,-2.5824935,-2.4278529,-3.6303034,-3.4149008,-4.333554,-6.171093,-2.4378502,-4.6267657,-0.34508198,-1.9439805,-0.8908391,-0.6961695,1.451572,-4.204159,-2.8480637,-5.1100826,0.61402714,-3.2604625,-6.0732937,-2.4901636,-2.3317444,-1.2625355,-3.3302243,-4.9968576,-2.3313982,-2.5487165,-2.6345944,-3.407977,-5.4257255,-3.358339,-3.1305928,-2.2324817,-5.5827928,-2.8730292,-3.2995174,-4.488266,-1.3278452,-4.0783234,-3.3475084,0.0042413506,-3.8964002,-2.4141808,-1.6698111,-2.88878,-1.7784032,-2.455155,-3.221551,-1.8527046,-1.665767,-2.7215028,-0.36334142,-1.4283389,-2.4850001,-2.6691122
"GAB2",-0.86573505,0.5757848,-3.3960547,-3.423462,-4.9684696,-2.7171907,-3.5718713,-1.0364164,-5.455846,-0.47613788,-1.9118017,-3.4318917,-6.1710076,-5.339388,-0.5144328,3.569576,8.613032,-5.705479,-1.4834079,-2.0672219,-2.0456817,-3.3397062,-3.6110942,-1.982262,-1.3104353,-2.8583975,-2.285007,-4.8664627,-3.0096655,-3.0314856,-2.3534908,-6.2990975,-4.4449253,-1.5496922,-5.541868,-4.02501,-1.7061597,-3.1727412,-6.721026,-4.1045837,-4.4917955,-4.0715733,-0.23515022,-2.7345653,-1.3239342,-3.0424938,-3.0272026,-2.4250417,-4.610911,-1.1397998,-3.9441154,2.1371346,-4.1457853,-3.1521635,-7.810031,-3.79627,-5.9957614,-5.465492,-2.5662673,-10.398776,-3.8517537,-3.925861,-4.814276,-2.442773,-4.473677,-3.1831622,-1.6109828,-2.9482222,-3.253516,-5.2167163,-3.153248,-2.9136071,-4.5527806,-4.5670266,-2.9915671,-4.0351467,-0.54474777,-2.8341084,-4.200826,-4.808138,-2.8190281,-3.5723593,-3.0809047,0.3389935,0.63206834,-4.3265376,-3.579903,0.41072237,-3.7169826,-0.4533435,-4.4542623,-1.3481272,-2.4845197,-3.1659284,-3.1920316,-1.2814845,-2.7571666,-2.9530954,-4.1015506,-2.4555573
"VCL",-0.21304637,-0.476646,-2.5542943,-2.360857,-5.226984,-2.3885565,-5.578815,-0.8226275,-3.727383,4.9361672,-2.4134405,-1.0408244,-6.533264,-3.0137835,1.4890778,0.8317798,3.6094458,2.8161402,-2.467439,0.5676243,-2.0889866,-1.4250913,-2.6259894,-1.6421869,-2.3111703,-0.3887786,-1.989803,-4.409025,-1.696631,-3.2147899,-3.1982102,-5.678837,-3.8514805,-3.432117,-5.9516497,-6.2293124,-2.0065405,-0.85104704,-2.7818823,-3.3891168,-4.3804584,-4.37488,-3.2494164,-4.3095927,-2.1051238,-0.6977345,-2.5434391,-1.2353458,-3.6865873,-4.442633,-3.3362012,-1.9544237,-1.1767529,-3.8348317,-5.4953103,-3.446041,-3.7416663,-5.253574,-3.5237896,-4.542488,-5.0869427,-5.7024264,-1.0756106,-2.6257465,-5.80457,-4.434509,-3.0824068,-5.683129,-2.252269,-3.924747,-2.764097,-2.0459898,-4.3194127,-0.71191293,-3.6389568,-2.065612,0.8056003,-1.7153851,-4.4610596,-0.44467327,-2.0744808,-4.0316463,-2.3902986,-4.71898,1.0246198,-2.4378479,-3.8927045,-4.012351,-2.9184277,-0.9188168,-4.9826245,-2.1345973,-1.986903,-3.0756373,0.45890114,-1.5084175,-2.4525912,-0.34422252,-1.6430669,-2.3596144
"MYOM2",-1.902298,-0.40389612,-4.752887,-0.95377505,-6.024772,-2.2265403,-0.11190851,-3.75294,-3.0618126,1.684106,-2.5658407,-2.5469983,-7.7642775,-3.5900886,0.032000378,-0.94956666,1.3436418,0.15202494,-3.8552647,-2.7325127,-4.238106,-5.66412,-5.5418067,-0.79084486,-3.3705282,-2.3032598,-1.6996472,-2.8231814,-5.124966,-5.098764,-2.7258985,-6.4462223,-0.66086894,-7.751151,-4.616104,-1.9312117,-2.5214999,-3.7625356,-3.7714818,-2.8831856,-3.0251908,-8.477983,-6.7713213,-3.7636414,-3.9868367,-4.5094967,-1.2771494,-3.496782,-4.1836815,-2.9011796,-4.266121,-4.9373617,-2.0319095,-3.6902223,-0.32114393,-3.9917274,-4.8105865,-1.3491758,-1.0240121,-3.9958725,-5.5482097,-8.485362,-1.994955,-1.9174327,-3.726532,-2.8026454,-5.1361465,-2.524885,-1.7405744,-6.537012,-1.1009415,-1.9002913,-5.4580874,-3.8811667,-3.8472252,-3.8709018,-1.0682439,-2.116989,-6.938001,-3.6532123,-2.8110602,-2.1909995,-2.2369123,-8.981587,-2.658175,-1.9332476,-2.071583,-1.297007,-3.0854867,-4.6821237,-6.0041933,-2.5898998,-4.179569,-3.5297499,-1.6279585,-3.9672441,-2.457197,-0.18075664,-4.380197,-5.15442
"BOD1L1",-2.7162995,-1.5487435,-2.0573153,-2.8717384,-0.49708557,-1.8292904,1.5116246,-3.1500351,-3.850572,-0.79889876,-1.3170938,-2.7789342,0.48869938,-3.291014,-0.8100356,-1.2334,-1.3207417,-3.2694016,0.72831804,-2.3555057,0.61997825,-1.4267875,-2.0798097,-1.7161564,-2.6038463,-1.9294966,-1.7510192,1.0755941,-1.2420169,-0.9816763,-0.97296005,-1.8106182,-0.051312096,-2.3686998,1.6639012,3.5388308,-1.9913964,0.89503646,-2.5832891,-1.2370867,-1.227971,-2.1182406,-1.5777545,0.10410602,-0.83178556,-1.7163407,-1.0184865,-1.3079429,-1.5391971,-1.6951076,-3.3703947,-4.703309,-1.7459801,-2.848403,1.2295141,-1.1388294,-0.6981236,1.5965519,1.0090643,-1.453813,0.039823156,-3.3902478,1.3350842,-3.2368987,-3.795329,-0.96731627,-0.15989678,0.61328906,-3.3365073,-1.489023,-2.603253,-0.80194765,0.8379943,-3.0275733,-4.36292,0.19678998,-3.8520226,-1.9852157,-1.3872751,-1.3219457,-1.8383864,-3.199408,-0.4684785,-0.92219067,-3.3053336,1.7119995,-3.6133854,0.0104233045,-0.21304025,-2.8472269,-0.17300968,-1.524534,-0.41599035,0.40259445,-2.0979788,0.2316612,2.6200101,-2.0344748,-2.580383,-2.562512
"VCAN",-2.3116841,-1.9779434,-3.9356513,-3.0373812,-4.520412,-2.724153,-5.861675,-3.2101936,-3.0411272,3.7846572,-1.6580296,-2.254554,-7.631261,-4.8014483,-1.4076908,0.4063217,5.65292,0.8039253,-4.5141716,-3.676018,-3.4724267,-1.3998771,-2.0405862,-1.9886326,-2.892673,-2.0549457,-1.7877308,-4.687772,-2.2520843,-1.8599098,-4.2316017,-6.0821033,-2.4692276,-4.034447,-6.946935,-5.3899484,-4.1831994,-5.058242,-3.9458618,-2.9117777,-4.7965446,-5.2741337,-4.0278788,-4.759,-3.8041832,-2.2603176,-5.443842,-2.243492,-6.579433,-4.9690404,-3.235932,-3.158453,-3.388835,-2.3803492,-3.8136485,-3.271022,-2.4953945,-6.4451184,-4.605918,-6.0443506,-6.154871,-3.9660516,-2.2150912,-3.979323,-6.7101235,-5.5568986,-2.868017,-5.365601,-2.6371748,-6.433433,-3.8411655,-3.9315987,-3.9977925,-4.1515713,-4.6917057,-4.5062447,-0.37519872,-2.282803,-5.1466646,-2.393954,-2.2437105,-5.2009463,-3.0566373,-5.2435093,-3.1827407,-4.2415195,-4.0008507,-1.3028525,-4.185345,-3.2282863,-6.1206026,-1.6378053,-1.4506745,-3.4447134,-0.24304283,-1.32321,-4.9174013,-1.2818247,-3.6819468,-3.013504
"SPDL1",-4.3257184,-4.427481,-5.054187,-6.227718,-1.8738595,-3.7715247,6.490815,-3.653999,-6.170657,-4.361624,-4.120344,-4.0867167,0.76835835,-3.8102543,-2.8982785,-2.7038684,-4.5723586,-5.976244,0.98242027,-3.1995971,-0.23437117,2.5827322,0.7691047,-3.3959258,-3.7746868,-3.1767159,-5.6749105,3.3076265,3.5780132,-0.89441115,-0.4927305,-0.64438206,8.337781,0.15020703,2.6041546,0.33296394,-3.785003,1.0634972,-3.9331512,6.0699787,-0.7215712,-0.68074346,-0.27488378,1.0291525,0.10749559,-2.3913736,1.3812493,0.45387936,-2.497063,2.9886038,-5.465142,-6.674428,5.10572,0.0008969277,0.7902832,0.24358177,4.3727636,5.373611,7.643284,-3.8205283,-1.3462155,-3.0129871,5.1259527,-3.4964764,-2.3570027,-2.1325336,1.1233329,3.9659822,-4.430505,-1.398809,-3.36737,-0.39594728,-0.5297769,-4.1872363,-6.37035,0.26878235,-3.5179257,-2.2430332,0.89412594,-5.435923,-3.000527,-6.7273836,6.522854,-1.589173,-5.834966,6.5295143,-5.4517193,2.6260319,0.52772474,-5.597529,5.2250843,-2.3958225,-1.1370158,4.8212256,-3.6208656,-1.1500239,6.2329535,-3.1703744,-4.8537626,-3.1600757
"ADAM28",-3.861998,-4.028749,-4.5241165,-5.382723,-2.4148242,-4.395189,9.077509,-3.9623964,-6.5197473,-4.464723,-5.090784,-4.905799,1.8225558,-4.5431805,-4.0020957,-2.9823277,-7.7137513,-5.4001675,2.6950066,-2.8925855,-0.65713656,3.8808675,0.84770876,-3.6836698,-5.5071764,-3.6488037,-5.160696,4.9153967,4.361456,-0.5636242,-0.4584985,-1.0388302,11.145321,1.5818712,1.8893063,-1.0738474,-3.6161463,0.515702,-3.9431086,8.816734,-0.4100078,-2.726487,-1.0004516,2.204939,0.060125574,-4.0450897,2.446137,-0.42808777,-2.0798192,4.6769366,-6.1534095,-7.155443,7.6614094,1.1299357,1.332821,0.75178003,5.782316,5.518619,10.646429,-3.5205665,-2.0482624,-3.5558252,5.4948373,-3.502393,-2.0432463,-2.0209079,1.1735808,4.7333,-3.9160821,-0.6390762,-3.5848897,0.5049996,-2.0064962,-4.4548826,-7.038398,1.8041555,-3.0412364,-1.9304609,1.1828679,-5.809681,-3.3935843,-7.4217477,9.031822,-1.682037,-5.216243,6.2321997,-6.0527153,4.7945065,0.35666567,-7.1256585,4.6647544,-2.9384763,-0.5641586,6.772791,-3.1041949,-1.0602238,6.2931147,-3.258157,-4.141013,-3.6344132
"OFD1",-3.4810176,-2.0139284,-2.7653093,-3.2934842,-1.9818475,-0.5388568,0.9254204,-2.787751,-4.831955,-1.7676896,-0.6080152,-3.4385092,-2.8319294,-3.0993464,-0.6049391,-0.6225298,-1.6330409,-3.793398,0.6609303,-1.9426293,-1.1862435,-2.839443,-3.1053796,-2.0306134,-2.0206494,-2.7418284,-2.452354,-2.1622496,-1.8133477,-1.5542772,-1.152495,-4.235299,-1.1034348,-3.5357063,1.4265665,2.6424642,-2.226343,-0.24663804,-2.8223898,-2.104711,-2.214296,-2.983524,-1.9979218,-1.0188158,-1.707427,-1.9116842,-2.5833957,-1.5315294,-3.1999483,-2.1925235,-4.108018,-5.9950237,-2.1696906,-4.478632,0.12524058,-1.5355455,-0.1824413,0.82527405,0.95448464,-3.4393265,-0.98347193,-3.9291406,1.2833687,-3.6067402,-4.264747,-3.193167,-1.2427422,0.15021239,-3.1725776,-4.5182347,-2.831555,-1.7181573,-0.67449874,-2.344122,-4.469502,-3.167361,-4.081998,-1.4576137,-2.7028444,-2.594884,-2.741937,-3.6071122,-1.8524171,-2.0298505,-3.792449,2.0526652,-3.2439528,-1.9852878,-1.3303007,-2.9241824,0.7578355,-1.4371401,-2.15147,-1.2387912,-1.9517591,-1.5883431,1.0998602,-2.2019477,-2.4351456,-2.4942205
"TPR",-2.3857152,-1.4983066,-3.7440207,-1.9978837,-3.470649,-1.0115325,0.359264,-3.4677365,-4.258458,-0.59512573,-2.5207558,-2.3598554,-4.9700794,-3.7238762,-1.4237678,-1.3319744,-0.9633942,-1.2689929,-0.49082467,-3.0425353,-2.6870368,-4.0853934,-5.815271,-0.88019335,-2.3956811,-2.8732457,-1.5730911,-2.141257,-2.720832,-3.8739822,-0.80139697,-4.465525,0.29039884,-6.5258336,-1.5401587,-0.64109033,-2.0355494,-2.1093993,-2.8384151,-1.3037465,-2.600795,-5.9271545,-4.154105,-3.3391948,-1.9777008,-3.673201,-1.5440055,-2.4470809,-3.8803334,-1.9468986,-3.5914872,-5.2018604,-1.0222881,-3.3580317,0.6120752,-2.4493482,-1.69781,0.8147629,0.89727575,-3.5753334,-2.9704347,-5.476431,0.5082639,-1.8394396,-3.0797524,-2.1681478,-3.3107264,-1.4508489,-2.0900328,-5.4475565,-1.4865613,-1.9327368,-3.6497145,-3.1971853,-3.7380123,-2.5268667,-2.1838021,-2.3711317,-5.7199125,-3.4297545,-2.6680982,-2.7258906,-1.0956566,-5.915353,-2.2863984,-0.2955951,-2.0671513,-1.222718,-2.3340325,-3.159653,-2.52123,-1.8866718,-2.850064,-0.843153,-2.0157561,-3.2403533,-0.27489686,-1.0935872,-3.1728148,-3.1740015
"ARID1B",-2.2480905,-1.4248967,-1.8549572,-1.5841041,-2.2799613,-3.0310621,-1.253967,-3.02706,-2.3457348,1.4525528,-1.7012156,-0.9652244,-3.721358,-3.105052,1.0230976,-1.5950112,5.660802,1.4380788,-1.4836468,-3.5930538,-1.2872947,-0.79940563,-1.8572854,-1.3092269,-3.9596767,-2.7948022,-0.871526,-0.7721403,-1.8265604,-1.7546718,-2.5544436,-2.346556,-3.3062391,-4.1233087,-3.8792636,-2.365605,-1.4298736,1.319515,-3.6502576,-2.2183208,-1.2495505,-1.8934892,-2.3620236,0.9109451,-0.650617,-2.6610703,0.38070342,-1.8169452,-1.1806284,-1.7413822,-3.29905,-1.3275058,-1.5562954,-2.3503141,-3.8709326,-2.9657774,-0.9910606,-2.7210119,-2.4316685,-2.7993543,-0.8796657,-3.6763108,-0.070208415,-2.727758,-3.834268,-0.84790486,-2.1045885,-2.1421783,-2.8607166,-2.7199907,-2.5767646,0.66464233,-0.6974486,-3.0338104,-2.9062843,2.5510356,-0.9890647,-1.4851173,-1.8735743,-0.40105093,-2.7337053,-3.3068707,-2.137286,-4.2549067,-1.050143,-3.6610441,-5.208115,-3.3486538,-1.715087,-2.865397,-3.9872158,-0.6479681,-0.74771094,-0.90718526,-0.86688614,-0.1870697,-0.99347574,-3.6099246,-3.860212,-3.96143
"LIMA1",-3.1041,-2.9894638,-3.3974261,-3.5708866,-0.77242035,-0.4059079,-1.2742132,-3.0006232,-4.3809958,-1.8390793,-1.5749874,-2.940093,-4.18995,-2.892369,-0.8267892,-1.4295546,0.4673487,-3.5958297,0.26210585,-1.6762563,-1.4783598,-3.396827,-2.2495859,-2.727945,-2.2884068,-2.1757627,-2.5129151,-2.4355543,-2.3979127,-0.50375324,-1.4666501,-3.7391968,-2.2050188,-3.0053446,0.9232974,4.1251125,-2.0086014,-1.2979105,-3.329383,-3.4943695,-4.3000407,-0.80272454,-0.5739227,-1.3979129,-1.6249952,-1.5423601,-3.232668,-1.8424456,-2.8274622,-2.9625895,-3.7765198,-5.0130186,-3.6018057,-4.7688804,-1.2321668,-1.473558,-1.5788367,-0.16117473,-1.4334528,-3.8142853,-0.47295126,-3.5424457,0.19248806,-3.4598153,-3.0549035,-2.816778,-1.4255296,-0.45738477,-3.0986574,-4.444037,-3.577919,-1.752772,-0.30482173,-0.80503523,-3.128856,-3.5024812,-3.353233,-1.474787,-1.738061,-2.188646,-2.6697423,-4.043535,-3.6177819,-1.5096465,-2.860567,2.7265759,-2.2910674,-2.7195888,-2.8048036,-2.0764375,2.430829,-1.2282498,-2.8873162,-1.3050438,-2.9105887,-0.721044,0.56258225,-2.8510137,-2.563935,-1.8093008
"POLQ",-1.9001689,-1.6853113,-2.7957528,-1.8064173,-4.520712,-2.773287,-0.40792733,-2.4848619,-3.1508763,-0.9130283,-3.0811543,-2.8267841,-5.105224,-2.4594896,0.14254357,-0.0033154446,4.318426,1.0139316,-3.5045497,-2.2605162,-2.3699458,-1.5800436,-2.4497344,-0.9657711,-3.7696595,-0.34562016,-1.2946122,1.6546242,-2.7398117,-4.54616,-1.4242748,-4.76044,-1.9787478,-2.4239492,-4.1233635,-1.7978173,-2.7767198,-2.205199,-3.7337997,-1.2434859,-4.0199227,-3.849857,-3.7254734,0.522747,-1.8442416,-2.4521747,2.2605102,-2.6520069,-2.492639,-1.2802256,-4.366198,-1.6159486,-2.4091432,-3.1476574,-3.1781616,-2.9572334,-2.070079,-3.0919385,-0.5828325,-3.3983564,-4.0869164,-5.9113164,-1.5622154,-2.227406,-4.1578107,-1.6427476,-2.9471197,-2.5406964,-1.6589751,-3.7200868,-2.0128162,-2.0022874,-3.1616662,-2.8293846,-2.7415168,-3.0393207,1.4766647,-0.7267764,-4.364962,-2.9543824,-3.0577872,-4.406101,-1.6248649,-5.234287,-1.824435,-1.5791305,-2.5310636,-1.4802858,-4.181862,-2.905527,-4.0932674,-1.8228558,-3.0350077,-2.6424005,-1.1016083,-1.8765829,-0.08971258,-2.413487,-3.0296237,-3.905227
"IL17RB",-3.6069982,-0.26639825,-4.965809,-5.9324327,-6.950625,1.5632138,-11.126534,-2.2548754,-8.395935,-0.15573834,-6.5359874,-3.9783173,-6.120917,-6.1455326,-5.372463,-0.5096409,15.700206,-0.8963718,-5.365528,-1.9894762,-1.2624108,-5.2088156,-8.348982,-2.970587,2.9338412,-5.2648473,-2.3929567,-4.280642,1.3183064,-4.6905856,-2.0995471,-9.704527,-7.8266716,-2.683635,-5.307772,-0.57829344,-4.3208823,-2.4630587,-6.581789,-7.086387,-8.211255,-3.960156,-1.9520903,-1.2563027,-3.1807272,-1.4639698,-4.940209,-4.2942233,-6.580073,-7.893998,-3.760903,-3.1324105,-5.6769767,-6.0998287,-5.657212,-3.420535,-4.4803233,-9.888283,-4.4451523,-8.144261,-6.538577,-3.5025601,-2.8975954,-5.3517547,-9.335059,-2.4802427,-1.3943512,-5.667587,-3.772935,-5.715109,-2.6745017,-5.092064,-4.990789,-6.1107764,-7.497199,-8.690627,-3.6390624,-4.146923,-6.9169374,-6.878509,-2.8040154,-6.9306993,-1.932024,-0.9628585,-2.2827039,-2.2796972,-7.051655,-3.8345284,-3.5407436,-1.7215962,-4.830632,-3.4963622,-4.8510013,-5.7317944,-6.2412453,-2.684727,-2.3161933,-2.4711971,-7.226616,-2.506129
"GUCY1B3",-1.5109166,-3.0767624,-5.3829618,-4.058796,-3.1271002,-1.9456341,-7.120266,-1.2240566,-6.3135633,2.5899918,-3.279369,-3.0777543,-10.336482,-4.034301,0.106751814,-1.7385803,0.62596405,1.0985932,-1.3685929,1.1950355,-2.778501,-4.1253324,-4.18052,-4.689993,-2.970844,-2.0668023,-4.250417,-6.6158147,-4.415641,-2.11655,-4.8796616,-8.148163,-7.187449,-4.38744,-4.0315886,-1.9084253,-2.4534194,-2.2566736,-4.3544064,-6.5352263,-7.9894266,-4.280264,-3.115521,-4.605531,-2.63676,-2.5640833,-2.9129524,-0.79813194,-5.030404,-5.381023,-4.950044,-3.910858,-1.7386829,-8.309817,-7.1582127,-2.646888,-4.2950544,-3.8892374,-4.908804,-5.9909678,-4.6474166,-7.4548063,-0.8590963,-4.0902734,-5.4198112,-7.412447,-4.902367,-5.177281,-4.888563,-5.305054,-5.2954254,0.28592104,-4.8956933,1.8204281,-6.006581,-3.637853,-1.4056699,-2.5556896,-4.568314,-1.1113181,-3.9943368,-6.8713837,-6.705576,-5.3318877,-0.78483844,0.102133915,-3.778324,-7.8309665,-5.937984,-1.6512504,1.2019714,-3.6168141,-3.1981487,-5.8443003,-1.5427155,-1.6533825,-2.494789,-3.275096,-2.0593061,-2.356475
"SPA17",-4.495475,-0.9084253,-3.7728496,-4.118977,-4.957808,-0.319909,0.18550225,-2.6719267,-6.0648785,-0.9442625,-4.2213,-3.6990855,-2.8032951,-4.2892604,-3.1989634,-1.3612934,1.4856738,-0.9667964,-1.470271,-1.9468863,-1.1305721,-2.1026049,-6.3868213,-3.5132735,-1.3798141,-2.3276093,-0.85652214,0.7787154,0.41111308,-3.0030742,-3.1017306,-5.830392,-2.6106303,-3.0152218,-0.5649426,1.0843718,-3.0367885,-1.4773862,-4.149001,-0.45731828,-5.5237994,-5.7996793,-2.9360654,-1.649307,-2.596555,-3.027111,-2.3658872,-3.1509588,-2.5945485,-2.9544914,-5.023237,-4.2276144,-0.9252092,-3.495365,-0.13167778,-1.9783465,-1.2078849,-1.8277053,1.5784125,-4.0139503,-3.4752288,-4.740634,-0.16536663,-4.530845,-7.0273676,-2.640913,-1.5168406,-2.4621346,-3.9426193,-4.213746,-2.8971608,-2.3644755,-3.521634,-3.3758044,-4.794546,-2.0400221,-3.549305,-2.6589463,-4.883645,-2.379202,-3.8525145,-4.978163,0.16772841,-3.4869564,-3.1518905,-0.30079597,-4.406612,-1.8016628,-1.8688896,-3.405968,-2.8131046,-1.7946899,-2.5364993,-0.3345706,-1.3489926,-1.3178163,-0.9457971,-1.2458975,-4.2143364,-1.7432727
